"","Brum.HAP1.GTS","Brum.KBM7.GTS","Weis14.csa.avg","Sabb15.KBM7.cs","Sabb15.K562.cs","Sabb15.Jiyoye.cs","Sabb15.Raji.cs","Sabb17.EOL","Sabb17.HEL","Sabb17.MOLM13","Sabb17.MonoMac1","Sabb17.NB4.rep1","Sabb17.NB4.rep2","Sabb17.OCI.AML2","Sabb17.OCI.AML3","Sabb17.OCI.AML5","Sabb17.P31.FUJ","Sabb17.PL21","Sabb17.SKM1","Sabb17.TF1","Sabb17.THP1","CGC_Tier","TSgene","rank"
"1",0.503403345,0.534751773,-0.249164259,-0.471,-0.137,-0.063,-0.196,-0.143,-0.011,-0.153,0.114,0.014,0.078,-0.057,-0.321,0.004,0.028,-0.387,-0.292,-0.053,-0.13,0,0,7039
"2",0.514247208,0.521775197,0.082007839,0.064,-0.046,0.115,0.216,-0.163,-0.314,0.242,-0.034,0.04,-0.03,0.035,-0.076,0.184,0.19,0.148,-0.169,-0.555,-0.221,0,0,16534
"3",0.48381295,0.490506329,-0.065684345,-0.317,-0.249,-0.128,-0.287,-0.35,0.104,-0.102,0.058,-0.238,-0.344,-0.134,-0.568,-0.508,-0.209,-0.881,-0.336,-0.264,-0.077,0,0,11973
"4",0.522580645,0.476121563,0.007211053,-0.43,-0.624,0.026,0,-0.218,-0.369,-0.339,-0.181,0.099,-0.477,-0.134,-0.382,-0.345,-0.256,0.026,-0.175,-1.07,0.094,0,0,6776
"5",0.777777778,0,0.006034791,-0.153,-0.566,-0.132,-0.453,-0.989,-1.028,-1.531,-0.31,-0.528,-0.856,-0.722,-0.234,-0.842,-1.16,-0.81,-0.978,-0.92,-0.607,0,0,10000
"6",0.499036812,0.496274218,-0.0074223265,0.008,0.16,-0.228,0.104,0.359,-0.072,0.04,0.203,0.265,0.23,0.177,-0.147,-0.305,-0.034,0.098,0.145,0.339,0.062,0,0,6087
"7",0.538461538,0.833333333,-0.008629295,-0.027,0.092,0.376,0.558,0.059,0.426,-0.248,0.102,-0.061,0.199,0.087,0.053,0.217,0.154,0.064,0.341,0.25,-0.201,0,0,14443
"8",0.499036812,0.496274218,-0.008245289,0.224,-0.036,0.025,-0.019,-0.182,-0.008,-0.194,-0.212,0.086,-0.088,-0.096,-0.181,0.253,0.155,-0.428,0.063,-0.294,-0.322,0,0,14354
"9",1,0.621621622,-0.045329339,0.06,0.261,0.338,-0.022,0.239,-0.403,0.307,0.047,0.278,-0.225,0.446,-0.007,0.26,0.031,-0.395,-0.066,-0.019,-0.098,0,0,9916
"10",0.517711172,0.666666667,-0.014046529,-0.022,-0.747,0.114,-0.107,0.118,-0.173,0.204,-0.355,-0.449,-0.602,-0.498,-0.12,-0.477,-0.053,-0.364,-0.02,-0.673,0.109,0,0,6195
"11",0.473372781,0.480952381,0.007914999,-0.237,0.107,0.052,0.044,-0.291,-0.546,0.317,0.073,-0.199,-0.175,-0.028,0.099,-0.159,-0.093,-0.001,-0.176,-0.379,-0.225,0,0,16868
"12",0.462686567,0.574468085,-0.010525097,-0.163,-0.281,-0.058,-0.019,-0.156,0.002,-0.085,-0.172,-0.142,-0.141,0.006,0.004,-0.106,-0.157,-0.002,-0.041,-0.227,-0.24,0,0,14120
"13",0.509544787,0.458041958,-0.0074223265,-0.071,-0.135,-0.246,0.08,0.179,-0.016,0.338,0.249,-0.053,0.021,0.291,-0.1,0.196,0.141,-0.145,-0.418,0.111,-0.141,0,0,8713
"14",0.545454545,1,-0.028673555,-0.457,-0.369,0.1,0.025,-0.672,-0.376,0.368,-0.443,-0.583,0.135,-0.206,0.156,-0.337,-0.356,-0.018,-0.426,-0.17,-0.096,0,0,5828
"15",0.421052632,0.666666667,-0.0074223265,0.678,0.738,0.426,0.526,0.281,0.058,0.195,0.028,0.259,0.017,0.165,-0.083,0.678,0.692,0.371,0.573,1.113,0.339,0,0,11126
"16",0,0.166666667,0.006147284,0.044,-0.216,-0.217,-0.348,-0.06,-0.001,-0.313,0.119,0.207,-0.443,-0.001,0.083,-0.161,0.184,-0.365,-0.029,-0.007,-0.529,0,0,16842
"17",0.462271644,0.493670886,-0.018325417,-1.669,-2.114,-1.32,-1.285,-0.505,-1.718,-2.198,-0.676,-0.731,-1.341,-0.862,-0.431,-1.655,-1.744,-1.248,-0.779,-2.564,-1.034,0,0,9515
"18",0.513089005,0.470588235,-0.033403389,-0.001,-0.03,-0.107,-0.147,-0.122,-0.109,0.261,0.213,-0.014,0.216,-0.359,-0.457,-0.34,-0.039,-0.24,-0.227,-0.685,-0.023,0,0,17137
"19",0.499036812,0.496274218,-0.026877753,-0.084,-0.193,-0.017,-0.051,0.057,-0.126,-0.027,-0.091,-0.141,-0.476,-0.19,-0.17,-0.562,-0.361,-0.717,0.204,-0.779,-0.073,0,0,9581
"20",0.497663551,0.54174397,-0.030612813,-0.053,0.274,0.359,0.289,0.335,0.146,-0.104,0.222,0.163,0.115,0.195,0.033,-0.05,0.3,-0.506,0.006,-0.018,0.151,0,0,12092
"21",0.525114155,0.512121212,-0.046536506,0.309,0.319,0.49,0.11,-0.278,-0.42,-0.139,-0.271,-0.132,-0.1,-0.232,-0.361,0.036,0.415,-0.042,-0.099,-0.186,-0.236,0,0,18507
"22",0.477124183,0.564102564,-0.003170337,-0.819,-0.97,-0.15,-0.553,0.053,-0.455,-1.001,-0.506,-0.944,-0.926,-0.634,-0.2,-0.694,-0.867,-1.039,-0.513,-0.546,-0.522,0,0,15409
"23",0.477941176,0.53968254,-0.011172323,0.052,0.012,-0.17,0.243,-0.047,0.078,0.138,0.18,0.045,-0.379,-0.351,-0.982,0.191,0.036,-0.645,-0.287,0.354,-0.396,0,0,16572
"24",0.571428571,0,-0.000932588,0.118,0.329,0.258,0.26,-0.016,0.383,-0.1,0.124,0.307,0.212,0.33,0.13,0.172,0.299,0.189,0.192,0.336,0.266,0,0,5422
"25",0.5,0.5,-0.007672039,-0.319,0.115,-0.236,-0.109,-0.383,0.02,-0.446,-0.239,0.062,-0.119,0.179,-0.32,0.087,-0.147,-0.253,-0.109,-0.595,-0.02,0,0,3036
"26",0.499036812,0.496274218,-0.021871314,-0.084,-0.193,-0.017,-0.051,0.085,0.092,0.414,0.243,0.119,0.313,0.369,0.227,0.281,0.318,0.236,0.107,0.157,0.118,0,0,7199
"27",0.571428571,0.5,-0.010381112,0.002,0.349,0.045,0.587,-0.053,0.494,-0.084,-0.138,-0.072,0.211,0.253,0.289,0.124,0.341,-0.572,0.27,0.278,0.086,0,0,803
"28",0.481876333,0,-0.009201263,0.005,0.142,-0.063,0.162,-0.347,0.421,0.01,0.169,0.151,0.099,0.346,-0.021,0.391,0.132,0.346,0.365,0.166,-0.073,0,0,2708
"29",0.4,1,0.002681852,0.208,-0.089,-0.13,-0.026,-0.026,0.31,-0.182,-0.253,0.174,0.116,0.388,-0.184,0.237,-0.107,-0.394,-0.051,0.126,-0.053,0,0,8128
"30",0.502692998,0.411764706,0.025549072,0.053,-0.418,0.048,-0.287,-0.032,-0.028,-0.242,0.178,0.149,-0.114,-0.611,-0.446,-0.449,-0.136,-0.061,-0.707,-0.008,-0.048,0,0,18206
"31",0.386363636,0.458333333,-0.017414064,-0.184,-1.11,-0.228,0.016,0.127,-0.582,-0.88,0.103,-0.891,-0.028,-0.227,0.324,0.107,-0.35,-0.003,-0.073,0.139,-0.668,0,0,7752
"32",0.382352941,0.25,0.005884744,-0.29,-0.138,-0.529,-0.069,0.109,0.176,-0.166,0.052,0.114,-0.499,-0.068,0.318,-0.089,-0.076,-0.57,0.015,-0.157,-0.224,0,0,9680
"33",0.503062787,0.515151515,-0.007984556,-0.164,0.205,0.043,0.015,-0.698,-0.395,-0.642,-0.261,-0.392,-0.559,-0.1,-0.139,-0.957,0.061,-0.502,-0.295,-0.037,-0.195,0,0,13905
"34",1,0.496274218,-0.03226773,-0.371,-0.92,-0.548,0.002,-0.343,-0.802,-0.713,-0.39,-0.322,-0.845,-0.135,-0.204,-0.46,-0.628,-0.767,-0.68,-0.894,-0.629,0,0,17796
"35",0.499036812,0.496274218,0.019917374,0.104,0.394,0.275,0.173,-0.034,0.045,0.176,0.014,-0.166,-0.477,-0.116,0.349,-0.115,0.162,0.013,-0.303,0.119,0.443,0,0,11322
"36",1,0.496274218,-0.007041431,0.123,-0.392,-0.18,-0.226,-0.638,-0.097,-1.031,-0.49,-0.151,-0.805,-0.415,-0.469,-0.959,-0.237,-0.782,-0.669,-1.285,-0.617,0,0,2701
"37",0.510204082,0.473684211,-0.0074223265,0.015,0.236,0.146,0.238,0.04,-0.032,0.067,0.145,0.047,0.247,0.113,-0.368,0.478,0.102,-0.291,0.256,-0.15,0.212,0,0,14871
"38",0.485714286,0.5,0.008655905,-0.025,0.517,0.224,0.33,-0.638,0.112,-0.179,0.074,0.061,0.067,0.033,0.558,0.36,0.135,-0.44,0.114,-0.32,-0.18,0,0,8404
"39",0.483606557,0.25,-0.010907536,0.184,0.205,0.183,0.337,-0.094,-0.014,0.53,0.18,0.156,0.35,0.218,-0.112,0.321,0.348,0.109,0.369,0.095,0.397,0,0,9077
"40",0.520833333,0.65,-0.064025492,-0.449,-0.068,-0.157,-0.324,-0.519,-0.582,-0.625,-0.436,-0.548,-0.525,-0.484,-0.365,-1.041,-0.357,-0.238,-0.46,-0.676,-0.944,0,0,17105
"41",0.485576923,0.523255814,-0.0074223265,-0.395,-0.589,-0.104,0.292,-0.392,-0.484,0.079,0.202,-0.082,-0.277,-0.032,-0.256,-1.089,-0.124,0.164,0.048,-0.357,-0.13,0,0,7744
"42",0.611111111,1,-0.005632808,-0.772,-1.226,-0.341,-0.633,-0.415,-0.679,-0.35,-0.668,-0.219,-0.531,-1.21,-0.555,-1.335,-1.15,-1.285,-0.777,-0.781,-0.988,0,0,18661
"43",0.499036812,0.496274218,-0.019591798,0.099,0.422,0.215,0.065,0.231,0.16,0.477,0.039,0.122,0.151,0.177,-0.21,0.359,0.162,0.051,0.18,0.499,-0.019,0,0,9206
"44",1,0.496274218,0.006618425,-0.172,-0.71,0.082,-0.055,-0.628,-0.012,0.055,-0.045,-0.152,-0.169,0.143,0.006,0.014,-0.086,0.048,0.005,-0.152,0.252,0,0,10823
"45",0.571428571,0.496274218,-0.009763668,-0.795,-1.295,-0.904,-0.389,-0.373,-0.416,-1.29,-0.048,-0.713,-0.91,-0.881,-0.591,-0.635,-0.835,-0.709,-0.647,-0.689,-0.88,0,0,4166
"46",0.571428571,0.496274218,0.00251116,0.168,0.332,0.541,0.493,0.188,0.129,0.287,0.167,0.179,0.303,0.391,0.211,0.15,0.582,0.032,0.316,0.174,0.268,0,0,15676
"47",0.533333333,0.507692308,-0.013584623,0.436,0.402,0.275,0.192,-0.067,-0.075,-0.186,-0.554,0.417,-0.024,0.082,0.207,0.222,0.155,-0.399,0.078,-0.362,0.283,0,0,17914
"48",0.50435161,0.666666667,0.000522092,0.159,0.217,0.238,0.424,-0.05,0.19,-0.14,0.165,0.33,0.249,0.362,-0.095,0.007,0.203,0.011,-0.014,0.148,0.223,0,0,4554
"49",0.512663085,0.613207547,0.024529043,0.029,-0.139,0.137,-0.152,0.205,0.201,0.01,-0.064,0.41,-0.498,0.014,-0.092,-0.44,-0.163,0,0.442,-0.211,0.068,0,0,9762
"50",0.560126582,0.45508982,0.028531993,0.175,-0.153,0.224,-0.042,0.109,-0.063,-0.21,-0.133,-0.34,-0.136,-0.012,0.064,-0.253,-0.024,-0.171,-0.074,0.041,0.055,0,0,18273
"51",0.499036812,0.496274218,0.029127001,-0.016,-0.529,0.177,-0.014,0.03,-0.141,0.024,0.201,-0.006,-0.139,0.337,0.367,-0.424,0.118,-0.19,-0.009,-0.709,-0.007,0,0,18198
"52",0.477508651,0.512328767,0.017000168,-0.186,-0.379,0.127,0.053,0.066,-0.072,-0.145,0.021,0.133,-0.003,0.27,0.109,0.057,0.123,-0.121,0.184,-0.362,-0.315,0,0,6381
"53",0.5,0.5,-0.00038032,0.218,0.03,0.257,0.144,0.315,0.48,0.191,-0.133,-0.125,0.218,0.114,-0.218,0.215,-0.004,0.039,0.251,-0.566,0.172,0,0,360
"54",0.497222222,0.547619048,-0.006709125,-0.096,-0.603,0.161,-0.44,-0.246,-0.237,-0.475,-0.202,-0.27,-0.485,0.103,-0.394,-0.597,-0.27,0.023,-0.813,-0.612,-0.609,1,0,7979
"55",0.504310345,0.491039427,-0.011929812,0.08,-0.193,0.261,0.013,0.037,-0.031,-0.017,0.181,-0.045,-0.001,0.123,-0.151,0.08,-0.098,-0.329,0.115,0.274,0.185,0,0,17130
"56",0.5,0,-0.001928206,-0.002,0.108,0.228,0.204,0.017,-0.085,-0.204,-0.231,-0.169,-0.615,-0.021,-0.283,0.174,0.181,0.358,0.019,-0.257,0.177,0,0,4734
"57",0.510998308,0.603773585,-0.015956776,-0.198,-0.312,0.173,-0.278,-0.018,-0.744,0.08,-0.093,-0.301,-0.214,-0.496,-0.469,0.017,-0.059,-0.951,-0.159,-0.351,-0.324,0,1,670
"58",0.25,1,0.006925221,0.409,-0.285,-0.173,-0.101,0.302,0.26,-0.198,0.42,-0.046,-0.05,-0.075,0.179,0.27,-0.001,0.177,0.457,0.165,-0.044,0,0,8603
"59",0.410526316,0.4,-0.0074223265,-0.172,-0.488,-0.342,0.009,-0.117,-0.267,-0.247,-0.066,0.156,0.025,-0.066,-0.162,-0.488,-0.18,-0.43,0.121,-0.247,-0.072,0,0,14155
"60",0.45,0,-0.003663183,-0.359,-0.248,0.174,-0.118,-0.541,-0.503,-0.038,-0.363,0.094,-0.28,-0.22,0.253,-0.267,-0.124,-0.358,-0.028,-0.195,-0.369,0,0,9997
"61",0.499036812,0.496274218,-0.017998731,-0.486,-0.089,-0.042,-0.328,-0.553,-0.694,0.03,-0.163,-0.198,-0.774,-0.484,-0.544,-0.091,-0.519,0.09,-0.238,-0.32,-0.132,0,0,3543
"62",0.499036812,0.496274218,-0.0074223265,0.592,0.645,0.271,0.248,0.175,-0.044,-0.549,-0.177,-0.076,-0.467,-0.451,0.192,-0.616,0.243,-0.034,0.326,-0.251,-0.398,0,0,6117
"63",0.5,0.583333333,-0.007579724,-0.357,-0.885,-0.298,-0.092,-0.352,-0.146,-0.113,-0.05,-0.065,-0.144,-0.015,0.144,-0.103,-0.065,-0.052,-0.209,-0.242,-0.331,0,0,11704
"64",0.499036812,0.496274218,-0.0074223265,0.03,-0.601,-0.622,-0.442,-1.35,-0.776,-2.322,-1.006,-1.128,-2.186,-0.311,-0.458,-0.042,-0.464,-0.504,-0.756,-0.822,-1.543,0,0,7412
"65",0.499036812,0.496274218,-0.025686589,-0.129,-0.131,-0.256,-0.091,-0.246,-0.186,-0.529,-0.7,-0.584,-0.926,-0.024,-0.444,0.011,-0.17,-0.003,-0.416,-0.447,-0.629,0,0,414
"66",0.496519722,0.552238806,-0.007788058,-0.461,-0.907,-0.281,-0.239,-0.697,0.195,-0.391,0.082,-0.055,0.414,-0.26,-0.085,-0.03,0.045,0.255,0.008,0.005,-0.235,0,0,3532
"67",0.499036812,0.496274218,-0.04275618,-0.024,0.216,0.175,-0.031,-0.188,-0.365,0.036,-0.364,0.283,0.061,0.141,0.299,-0.431,-0.098,-0.231,-0.065,-0.937,0.007,0,0,11758
"68",0.474489796,0.446428571,-0.0074223265,-0.425,-0.139,0.007,0.36,-0.503,-0.671,-0.831,-0.106,-0.73,-0.48,-0.396,-0.445,-0.573,-0.184,-0.074,-0.569,-0.798,-0.22,0,0,13197
"69",0.433333333,0.444444444,-0.006044407,-0.193,-0.506,0.111,-0.158,-0.529,-0.351,-0.144,0.046,-0.093,0.019,-0.391,-0.105,-0.624,0.005,-0.145,0.068,-0.408,0.125,0,0,5639
"70",0.516556291,0.5,-0.010976942,0.224,0.202,0.144,0.276,-0.006,-0.205,0.29,-0.25,-0.011,-0.277,0.204,-0.352,0.152,-0.003,-0.643,-0.21,0.105,-0.007,0,0,9768
"71",0.36,0.625,-0.008254779,-0.166,-0.784,-0.083,0.04,-0.108,-0.435,-0.438,-0.236,-0.009,-0.179,-0.053,-0.19,-0.249,-0.049,0.235,-0.029,0.191,-0.303,0,0,13369
"72",0.499036812,0.496274218,-0.017979631,0,0.68,0.038,0.264,-0.548,0.17,0.29,0.093,0.031,0.578,0.15,0.134,0.379,0.064,0.137,0.045,0.313,0.224,0,0,18069
"73",0.56097561,0.496688742,-0.00600224,0.021,-0.189,0.124,0.056,-0.556,-0.696,-1.183,-0.375,-0.018,-0.239,-0.614,-0.212,-0.947,-0.601,0.104,-0.119,-0.87,-0.641,0,0,16059
"74",0.636363636,0.538461538,-0.056124554,0.083,-0.015,0.017,0.138,0.193,-0.352,0.075,0.238,0.118,-0.291,0.385,-0.032,0.186,0.322,0.427,-0.055,0.054,0.271,0,0,8052
"75",0.571428571,0.714285714,0.009885334,0.205,0.363,0.11,0.331,0.039,0.118,0.332,-0.035,0.439,0.148,0.183,0.167,-0.235,0.115,-0.061,0.14,0.035,-0.186,0,0,12067
"76",0.4,0.333333333,0.005795759,0.227,-0.335,-0.005,0.123,0.09,-0.261,-0.109,-0.051,0.114,-0.036,0.143,-0.183,0.084,0.002,0.072,-0.172,0.029,0.128,0,0,1199
"77",0.388888889,1,-0.025126793,0.095,0.131,0.014,0.247,0.215,0.032,-0.001,-0.018,-0.047,-0.05,-0.16,-0.011,-0.004,0.01,-0.053,0.219,0.165,-0.29,0,0,15495
"78",0.527272727,0.530612245,0.013960198,-0.087,0.198,0.12,0.29,0.032,0.156,0.113,0.244,0.287,0.143,0.109,-0.335,0.151,0.001,-0.299,-0.26,-0.267,0.007,0,0,16845
"79",0.548837209,0.4375,-0.038213363,0.105,-0.239,0.249,0.261,0.061,-0.063,0.071,-0.047,0.023,0.257,-0.132,-0.22,0.167,0.194,0.075,-0.272,-0.239,-0.036,0,0,14538
"80",0.416666667,0.6,-0.022862107,0.329,0.004,0.221,0.102,0.17,-0.119,-0.245,0.049,-0.121,0.193,0.26,0.487,0.217,0.209,-0.347,-0.002,-0.019,-0.098,0,0,5097
"81",0.493150685,0.476864967,-0.008423234,-0.29,-0.105,-0.307,-0.287,0.051,0.019,-0.428,-0.161,0.402,0.35,0.025,-0.187,0.018,-0.268,0.144,0.02,-0.182,0.081,0,0,11726
"82",0.494505495,0.50728863,0.01377715,0.272,0.26,0.338,0.352,0.172,0.386,0.169,-0.294,0.097,-0.282,-0.181,-0.033,0.338,0.212,-0.099,-0.134,-0.31,0.313,0,0,17510
"83",0.481481481,1,0.012551126,0.182,0.441,0.287,0.37,0.152,0.511,0.627,0.157,0.103,0.326,0.476,0.107,0.388,0.377,0.461,0.434,0.499,0.327,0,0,1981
"84",0,0.496274218,0.020544853,0.053,-0.404,0.069,-0.156,-0.481,-0.241,-1.215,-0.877,-0.585,-0.158,-0.453,-0.679,-0.741,-0.633,-0.982,-0.469,-0.488,0.172,0,0,15778
"85",0.166666667,0.523809524,0.010051562,-0.939,-1.155,-0.778,-0.761,-0.684,-1.215,-0.427,-0.299,-0.884,-0.798,-0.707,-0.969,-0.644,-0.45,-1,-0.567,-1.287,-0.703,0,0,7913
"86",0.545708694,0.503597122,0.006055012,-0.127,0.177,0.317,0.466,0.304,0.401,0.611,0.401,0.548,0.14,0.36,0.161,0.226,0.332,0.022,0.192,0.211,0.222,0,0,14031
"87",0.545454545,1,0.022502571,-0.033,-0.597,0.14,-0.081,-0.288,-0.727,-0.755,-0.1,0.042,-0.194,-0.265,-0.364,-0.572,-0.189,-0.485,-0.207,-0.741,0.073,0,0,16282
"88",0.447916667,0.166666667,-0.0074223265,0.005,-0.252,-0.216,0.397,-0.102,-0.603,-0.316,0.31,0.019,0.18,-0.114,-0.053,0.103,-0.023,0.046,-0.155,-0.665,-0.357,0,0,2336
"89",0.625,0,-0.0074223265,-0.625,-0.631,-0.943,-0.38,-0.33,-0.421,-0.188,-0.258,-0.5,-0.603,-0.366,0.019,-0.562,-0.618,-0.826,-0.038,-1.061,-0.103,0,0,8338
"90",0.666666667,0.666666667,-0.056897207,-0.057,-0.339,0.05,-0.041,0.259,-0.235,-0.066,-0.104,0.223,0.156,0.204,0.308,-0.017,0.143,-0.076,0.04,-0.068,0.331,0,0,16587
"91",0.511494253,0.521126761,-0.0074223265,-0.313,-0.944,-0.676,-0.249,-0.515,-0.203,-0.719,-0.449,-0.624,-0.591,-0.389,-0.004,-0.406,-0.285,-0.14,-0.058,-0.202,-0.09,0,0,5956
"92",0.506351183,0.514217198,-0.007834396,0.055,0.186,0.175,0.415,0.089,0.368,-0.025,0.396,0.284,0.04,0.146,-0.181,0.193,0.229,0.111,0.073,0.325,-0.363,1,0,17592
"93",0.375,0.496274218,-0.003580769,0.138,0.538,0.187,0.172,0.028,0.061,-0.181,-0.043,0.337,0.589,0.121,0.305,0.121,0.218,0.096,0.135,0.268,0.316,0,0,9123
"94",0.466019417,0.496274218,-0.012450871,0.395,-0.046,0.344,0.256,-0.016,0.388,-0.047,0.27,-0.046,0.264,0.209,0.097,0.309,0.268,-0.681,0.264,-0.099,0.335,0,1,3150
"95",0.641545894,0.690721649,-0.004359861,0.018,0.228,0.6,0.33,-0.276,0.139,0.377,0.117,0.17,0.052,-0.033,0.271,0.133,0.062,-0.392,0.031,0.274,-0.152,0,0,5942
"96",0.358208955,0.333333333,-0.029960919,0.268,-0.14,0.097,-0.345,0.009,0.171,0.03,-0.355,-0.121,0.153,-0.233,0.391,-0.155,-0.011,-0.346,0.136,-0.325,-0.257,0,1,12576
"97",0.64516129,0.666666667,-0.00419423,0.046,0.159,0.179,-0.168,0.135,0.12,0.261,0.252,0.261,-0.007,-0.125,0.202,0.244,0.272,-0.085,0.23,0.282,0.042,0,0,8373
"98",0.76,0.5,-0.0074223265,0.343,0.275,0.352,0.386,-0.051,-0.007,0.265,-0.001,0.463,0.03,0.169,0.467,-0.238,-0.008,0.018,0.456,0.299,-0.008,0,0,7835
"99",0.611764706,0.619047619,-0.016332947,-0.048,-0.516,-0.214,-0.599,-0.205,0.13,0.065,-0.625,-0.302,-0.868,-0.228,-0.22,-0.477,-0.095,0.047,0.14,-0.521,-0.403,0,0,4795
"100",0.498405951,0.476744186,-0.0074223265,0.026,0.418,-0.126,0.061,-0.105,0.171,0.614,-0.111,0.152,0.047,0.331,-0.317,0.397,0.087,0.015,0.581,0.375,0.259,0,0,12668
"101",0.647058824,0.461538462,-0.0074223265,-0.297,-0.426,0.087,0.31,-0.3,-0.455,-0.213,-0.291,-0.208,-0.589,-0.198,0.254,-0.589,-0.118,-0.885,-0.142,-0.651,-0.042,0,0,8522
"102",0.554153523,0.529190207,0.048531094,-0.257,-3.602,-0.044,-0.388,-0.633,-0.45,-0.456,-0.479,-0.234,-0.412,-0.765,-0.605,-0.79,-0.848,0.139,-0.002,-0.989,-0.469,0,0,9565
"103",0.428571429,0.496274218,0.00966986,0.211,0.075,-0.081,0.037,-0.256,0.055,0.262,0.623,-0.356,0.495,0.418,0.285,0.361,0.217,-0.029,0.128,0.262,0,0,1,4084
"104",0.571428571,0.571428571,-0.025830374,-0.357,-0.356,-0.441,-0.312,-0.459,-1.332,-0.5,-0.441,-0.174,-0.54,-0.357,-0.251,-0.071,-0.642,-0.328,-0.156,-0.466,-0.557,0,0,11598
"105",0.499036812,0.496274218,-0.007811246,0.122,0.317,0.315,0.148,-0.024,0.205,0.029,0.078,0,0.05,0.048,0.332,-0.266,0.25,-0.083,0.319,-0.66,0.303,0,0,9029
"106",0.499036812,0.496274218,0.000876187,0.263,0.389,0.238,0.191,0.044,0.276,0.256,0.223,0.057,-0.043,0.124,0.365,0.257,0.304,0.52,0.196,0.217,0.127,0,0,4032
"107",0.509846827,0.492957746,-0.017579836,0.059,-0.443,-0.081,-0.177,-1.297,-0.836,-0.832,-0.803,-0.643,-0.844,-1.193,-1.014,-0.795,-0.808,-0.448,-0.656,-0.464,-1.18,0,0,11252
"108",0.611111111,0.7,-0.044703097,-0.026,-0.818,0.186,0.131,0.099,-0.106,-0.171,0.015,-0.252,-0.024,0.077,-0.32,-0.163,0.252,-0.059,-0.033,-0.178,0.134,0,0,14441
"109",0.307692308,0.496274218,-0.01605226,0.133,0.028,0.051,0.221,-0.084,0.214,0.138,0.398,0.23,0.312,0.217,0.512,0.024,0.044,0.06,0.114,0.352,0.192,0,0,7519
"110",0.578947368,0.411764706,-0.018000296,-0.739,-1.517,-0.799,-0.919,-0.733,-1.169,-1.162,-0.232,-0.947,-0.832,-0.675,-1.11,-1.246,-1.069,-0.96,-1.034,-0.876,-0.773,0,0,16419
"111",0.538461538,0.543209877,-0.0074223265,0.058,-0.216,0.062,-0.086,0.129,-0.062,-0.134,0.01,-0.082,-0.366,-0.067,-0.131,0.169,-0.846,-0.13,0.113,-0.525,-0.039,0,0,18015
"112",0.5,0.52247191,-0.006484705,0.171,0.339,0.169,0.169,-0.051,-0.051,0.588,0.003,0.314,0.353,0.24,-0.081,0.013,0.037,-0.183,0.117,0.181,0.255,0,0,16613
"113",0.483695652,0,-0.007103087,-0.066,-0.547,-0.245,-0.401,0.012,-0.048,-0.34,0.322,-0.267,0.307,0.088,-0.174,-0.392,-0.117,-0.063,-0.464,-0.246,-0.72,0,0,14693
"114",0.619047619,0.569230769,-0.011380801,0.188,0.135,0.209,-0.014,-0.016,0.139,0.719,-0.259,0.443,0.23,0.152,-0.317,-0.195,0.129,0.174,0.008,-0.678,-0.005,0,0,3622
"115",0.493562232,0.380165289,0.011844414,-0.134,-0.285,0.276,-0.014,0.194,-0.211,-0.372,0.201,0.119,-0.361,0.164,0.307,-0.375,-0.051,-0.627,0.194,-0.631,-0.342,0,0,15771
"116",0.520725389,0.548529412,-0.028221651,0.004,-0.145,0.061,0.3,0.015,0.137,-0.148,-0.33,0.003,-0.235,-0.164,0.218,-0.389,0.313,-0.823,-0.573,-0.925,-0.129,1,0,17685
"117",0.540816327,0.473684211,-0.005899302,-0.078,-0.378,0.219,-0.112,0.084,0.436,-0.306,-0.281,0.053,0.096,-0.087,0.116,-0.178,-0.154,-0.236,-0.117,-0.91,-0.388,0,0,14987
"118",0.5,0.75,-0.0074223265,0.572,0.378,-0.21,0.375,0.08,0.346,-0.637,-0.38,-0.153,0.075,0.047,0.093,0.225,-0.351,-0.923,0.211,0.53,0.048,0,0,14317
"119",0.476708075,0.490825688,-0.001814412,-0.357,-0.796,-0.052,-0.242,-0.341,-0.609,-0.687,-0.256,-0.41,-0.365,-0.418,-0.361,-0.548,-0.387,-0.347,-0.206,-0.581,0.178,0,0,1263
"120",0.469277515,0.551724138,0.005104078,-0.227,-0.206,-0.318,-0.216,-0.019,-0.024,0.018,0.137,-0.256,0.189,0.01,-0.456,-0.354,0.301,-0.197,-0.492,-0.72,-0.012,0,0,15701
"121",0.328125,0.419386746,-0.00215032,0.06,0.035,0.244,-0.128,0.429,-0.318,-0.176,-0.422,-0.284,0.014,0.125,0.539,0.113,-0.128,-0.722,-0.309,0.036,-0.054,0,0,10462
"122",0.5,0.470414201,-0.020869722,-0.227,-0.105,-0.131,-0.413,-0.081,-0.588,-0.146,-0.68,-0.401,0.185,-0.587,-0.6,-0.728,-0.445,-0.592,-0.571,-0.708,-0.879,0,0,6141
"123",0.666666667,0,-0.060412419,0.203,-0.181,0.084,0.005,0.279,0.25,0.197,0.245,0.325,0.1,0.308,-0.348,0.149,0.051,0.028,0.325,0.015,-0.113,0,0,15635
"124",0.499036812,0.496274218,0.00286767,-0.244,-0.211,0.179,-0.391,-0.525,-0.291,-0.477,0.003,-0.438,-0.564,-0.239,-0.1,-0.067,0.311,-0.653,-0.051,-0.533,0.107,0,0,9617
"125",0.505882353,0.442804428,-0.007576602,0.097,0.717,0.054,0.195,0.621,0.499,0.508,0.195,-0.049,0.292,0.018,0.053,0.12,0.153,0.392,0.186,0.24,0.202,0,0,10902
