"","Brum.HAP1.GTS","Brum.KBM7.GTS","Weis14.csa.avg","Sabb15.KBM7.cs","Sabb15.K562.cs","Sabb15.Jiyoye.cs","Sabb15.Raji.cs","Sabb17.EOL","Sabb17.HEL","Sabb17.MOLM13","Sabb17.MonoMac1","Sabb17.NB4.rep1","Sabb17.NB4.rep2","Sabb17.OCI.AML2","Sabb17.OCI.AML3","Sabb17.OCI.AML5","Sabb17.P31.FUJ","Sabb17.PL21","Sabb17.SKM1","Sabb17.TF1","Sabb17.THP1","CGC_Tier","TSgene","rank"
"9246",0.498893805,0.501564643,-0.016544073,-0.268,0.442,0.152,0.114,-0.178,0.053,0.031,-0.085,0.278,0.457,0.283,0.045,0.174,-0.035,-0.048,0.079,0.167,0.312,1,0,1129
"9247",0.290414878,0.307313643,0.004233204,-1.129,-0.86,-0.746,-0.313,-0.856,-1.899,-1.053,-0.514,-0.592,-0.624,-1.022,-0.937,-1.731,-1.281,-0.704,-1.368,-1.75,-0.366,0,0,1665
"9248",0.493055556,0.342105263,0.008251848,0.21,0.041,-0.036,-0.06,-0.432,-0.459,-0.924,0.041,-0.473,-0.277,-0.207,-0.202,-0.314,0.085,-0.192,0.098,-1.007,-0.041,0,0,3682
"9249",0.499036812,0.496274218,-0.004430612,-0.451,-0.988,-0.104,-0.464,-1.117,-0.709,-1.592,-0.737,-0.605,-0.972,-1.033,-0.581,-1.061,-0.539,-0.494,-0.319,-1.213,-1.103,0,0,10064
"9250",0.333333333,0.545454545,0.006776101,0.047,0.146,0.106,0.219,0.203,0.131,0.485,-0.074,0.305,0.401,0.466,-0.039,0.654,0.08,-0.362,0.246,0.224,0.272,0,0,13679
"9251",0.589388697,0.531914894,-0.013637138,1.206,-0.924,-0.334,-0.91,-1.271,-2.179,-2.882,-0.414,-1.339,-1.497,-2.354,-0.372,-2.768,-0.064,-0.768,-1.431,-1.118,-3.51,1,1,2221
"9252",0.49689441,0.520408163,0.005118956,-0.068,-0.075,-0.057,0.017,0.049,-0.038,-0.019,0.34,-0.036,-0.04,0.045,-0.287,0.255,0.125,-0.004,0.129,0.081,-0.238,0,0,4759
"9253",0.510758777,0.484375,-0.020223397,0.163,0.257,0.325,0.257,0.297,0.277,-0.132,-0.139,0.438,-0.071,0.265,-0.11,0.397,0.32,-0.322,0.232,0.11,0.092,0,0,12100
"9254",0.490909091,0.520304569,-0.038195195,0.218,0.024,0.093,-0.184,-0.259,-0.209,-0.308,0.021,0.071,-0.066,0.02,-0.041,-0.252,-0.061,0.384,-0.133,-0.555,-0.061,0,0,14146
"9255",0.536822885,0.501998401,-0.005787762,-0.476,-0.563,-0.422,-0.342,-0.585,-0.177,-1.126,-0.175,-0.205,-0.168,-0.324,-0.302,-0.247,-0.175,-0.09,-0.162,-0.621,-0.448,0,0,16272
"9256",0.61752988,0.604,-0.015852751,-0.07,0.076,0.233,0.299,0.618,-0.117,0.391,-0.176,0.216,0.35,-0.011,0.099,0.36,-0.01,-0.161,-0.497,-0.649,0.434,0,0,144
"9257",0.506465517,0.508313539,0.032247152,0.256,-0.064,0.169,-0.01,0.306,-0.072,0.019,-0.566,-0.839,0.016,0.031,0.033,-0.133,0.206,-0.318,0.176,0.349,0.171,0,0,14947
"9258",0.423076923,0.416267943,-0.010505483,-0.514,0.189,-0.058,-0.197,-1.418,-0.79,-1.872,-0.305,-0.758,-0.258,-1.111,-0.89,-1.413,-0.386,-0.031,-0.346,-0.809,-0.67,0,0,4663
"9259",0.468468468,0.456415279,-0.009417588,-0.427,-0.735,0.204,-0.285,-0.772,-0.523,-1.042,-1.052,-1.051,-0.766,-0.798,-0.438,-0.534,-0.526,-0.719,-1.627,-1.057,-0.663,0,0,17875
"9260",0.362637363,0.530769231,0.020256152,0.064,-1.047,-0.035,-0.183,-0.788,-0.577,-0.727,-0.292,0.001,0.283,-0.991,-0.651,-0.526,-0.128,-0.996,-0.215,-1.315,-0.68,0,1,1152
"9261",0.494346979,0.518641259,-0.033184784,-0.677,-1.425,-0.729,-0.528,-1.245,-0.595,-1.069,-0.367,-0.718,-0.648,-0.63,-1.599,-1.095,-0.853,-0.906,-0.63,-0.966,-1.087,0,0,3798
"9262",0.508729681,0.496603261,-0.00949012,-0.183,-0.487,-0.069,-0.016,-0.025,-0.229,-0.153,-0.25,0.38,-0.169,-0.09,-0.102,-0.005,-0.026,-0.011,0.212,0.18,0.05,1,0,1063
"9263",0.522462562,0.480392157,-0.053534011,-0.244,-0.926,0.04,-0.526,-0.283,-0.525,-1.027,-0.435,-0.49,-0.793,-0.769,0.22,-0.967,-0.147,-0.509,-0.518,-1.133,0.108,0,0,2370
"9264",0.528619529,0.487903226,-0.022557169,0.052,-0.068,0.282,0.435,-0.207,0.227,-0.198,-0.453,0.167,-0.061,0.292,0.385,0.12,0.037,0.518,-0.028,0.462,0.036,0,0,940
"9265",0.498023715,0.46875,0.019319169,-0.438,-0.741,-0.217,-0.152,-0.657,-0.529,-0.235,0.165,-0.213,-0.267,-0.438,-0.121,-0.141,-0.063,-0.06,-0.077,-0.112,0.387,0,0,9071
"9266",0.464811784,0.502824859,-0.021026235,-0.194,-1.074,-0.242,-0.343,-0.217,-0.531,-0.219,-0.151,-0.081,-0.53,-0.224,-0.338,-0.43,-0.455,-0.1,0.14,-0.491,-0.157,0,0,7957
"9267",0.516666667,0.714285714,0.013019663,-0.164,-0.563,-0.047,0.07,-0.541,-0.722,-0.864,-0.098,-0.595,-0.524,-0.577,-0.078,-0.563,-0.378,-0.513,0.105,-0.446,0.086,0,1,9660
"9268",0.492013962,0.489295961,-0.035983578,-0.721,-0.082,0.155,0.113,0.355,-0.314,-0.108,0.091,-0.122,0.114,0.217,0.465,0.202,0.113,-0.099,-0.352,-0.451,0.206,0,0,1633
"9269",0.487619048,0.512182741,0.010511398,0.188,0.183,0.155,-0.001,-0.289,-0.307,0.513,0.205,-0.245,-0.783,0.104,-0.169,-0.059,-0.571,-0.728,-0.072,-0.354,-0.011,0,0,4987
"9270",0.462847419,0.489038786,0.006239909,0.191,0.192,0.334,0.159,0.139,0.72,0.542,0.016,0.207,0.353,0.394,0.199,0.524,0.466,0.038,0.34,0.101,0.306,0,0,1360
"9271",0.499036812,0.496274218,0.008574174,-0.087,-1.393,-0.375,-0.296,0.153,-0.955,0.076,-0.159,-0.347,-0.684,-0.065,-0.164,-0.317,-0.618,-0.629,-0.493,-1.711,-0.453,0,0,14164
"9272",0.50173525,0.503623188,0.018784375,-0.189,-0.364,-0.649,-0.257,-0.57,-0.278,-0.081,-0.123,-0.419,-0.772,-0.128,-0.765,-0.339,-0.159,-0.354,0.158,-0.807,-0.172,0,0,14507
"9273",0.529610829,0.496051033,-0.047751733,-0.329,-0.001,0.483,0.11,-0.255,0.257,-0.283,-0.179,0.019,0.03,0.11,-0.083,-0.324,0.118,-0.263,-0.003,0.071,-0.212,0,0,4326
"9274",0.47318612,0.508417508,-0.008207865,0.221,-0.03,0.403,-0.011,0.312,0.182,-0.582,-0.439,-0.673,-0.807,0.029,0.289,-0.465,0.1,-0.132,-0.069,-0.129,-0.646,0,0,2707
"9275",0.407065377,0.429305913,-0.011484359,-0.084,-0.193,-0.017,-0.051,-1.128,-1.476,-0.374,-0.834,-1.126,-1.09,0.215,-0.349,-0.371,0.338,-0.319,-0.293,0.692,-1.214,0,0,288
"9276",0.118055556,0.112021858,-0.003788898,-0.813,-1.399,-1.417,-1.033,-1.313,-2.045,-1.786,-1.078,-0.52,-0.972,-1.341,-1.143,-1.94,-1.51,-1.419,-1.21,-1.721,-1.648,0,0,501
"9277",0.502793296,0.303921569,-0.014949936,-1.12,-1.582,0.081,-0.669,-1.182,-0.632,-2.704,-1.692,-0.384,-1.237,-1.409,-0.989,-1.385,-1.097,-1.573,-1.429,-1.687,-1.647,1,0,1781
"9278",0.454719388,0.485884908,0.006577095,-0.581,-0.109,0.026,0.293,-0.114,0.346,-1.473,-0.154,-0.615,-0.56,-0.3,-1.127,-0.324,-0.165,-0.095,-0.218,-0.023,-0.611,0,0,18124
"9279",0.543264942,0.513925729,-0.006225392,-0.418,-1.236,-0.565,-0.31,-0.349,-0.306,-0.778,-0.204,-0.544,-0.764,-0.672,-0.273,-0.978,-0.354,-0.557,-0.952,-0.474,-0.479,0,0,4456
"9280",0.537735849,0.5,0.023547933,-0.327,0.854,-0.24,0.481,0.288,0.142,-0.049,0.236,0.204,0.139,0.093,0.313,0.131,-0.184,-0.056,0.235,-0.02,0.111,0,0,2494
"9281",0.513961606,0.443137255,-0.014420471,-0.233,0.542,0.177,0.817,-0.221,-0.843,-0.685,-0.504,0.204,0.249,0.286,-0.304,-0.205,-0.106,-0.155,-0.247,-0.952,-0.964,0,0,13618
"9282",0.499036812,0.496274218,0.05269775,-2.059,-0.817,-0.032,-0.157,-1.306,-1.199,-4.261,-1.641,-0.337,-0.569,-0.044,-1.591,-2.134,0.012,-2.1,-3.003,-0.218,-3.295,0,0,6240
"9283",0.506375228,0.513505909,-0.037065758,-0.293,-1.256,0.176,-0.405,-0.171,-0.633,-1.101,-0.543,-0.711,-0.152,-0.191,-0.552,-0.47,-0.307,-0.049,-0.29,-0.319,-0.276,0,0,12657
"9284",0.531959852,0.458646617,0.005577759,-0.238,-0.164,-0.752,-0.672,0.214,-0.539,-0.144,-0.62,-0.19,-0.1,0.17,-0.398,-0.069,-0.078,-0.639,0.319,-0.684,-0.437,0,0,17039
"9285",0.427,0.459317585,-0.013253913,-0.714,0.129,-0.965,-0.884,-1.742,-0.973,0.138,-0.459,-0.336,-0.581,-0.848,-1.168,-0.986,-0.767,-0.774,0.085,-0.18,-1.134,0,0,8097
"9286",0.648127128,0.553072626,-0.005413914,-0.138,-0.418,0.299,0.09,-0.169,0.399,-0.727,0.103,-0.116,-0.443,-0.016,0.081,-0.278,-0.129,-0.177,0.314,-0.049,0.328,0,0,3690
"9287",0.363445378,0.286206897,0.000163323,-0.227,-0.653,-0.226,-0.847,-0.422,-0.512,-0.406,-0.758,0.171,0.002,-0.618,-0.306,-0.798,-0.393,0.009,-0.673,-0.978,-0.366,0,0,10206
"9288",0.208446866,0.425702811,-0.004775996,-0.567,-1.29,-0.229,-0.458,-1.014,-1.191,-1.071,-0.62,-0.583,-0.368,-1.136,-0.729,-1.864,-1.077,-0.903,-0.887,-1.161,-1.808,0,0,3289
"9289",0.397321429,0.549450549,-0.05961616,0.119,-0.09,0.339,-0.1,0.015,0.128,0.234,0.246,0.177,0.302,0.088,-0.122,0.246,0.198,0.018,-0.363,0.302,-0.157,0,0,594
"9290",0.465604634,0.484297521,0.014393484,0.135,-0.328,0.257,0.34,-0.022,-0.2,0.001,0.268,-0.077,0.126,0.078,0.029,0.242,0.048,0.168,-0.114,-0.113,0.148,1,1,141
"9291",0.530636885,0.532484076,-0.005345115,-0.048,-0.442,-0.076,0.384,-0.077,0.003,-0.237,0.257,-0.645,-0.522,-0.078,-0.422,-0.298,-0.161,-0.29,-0.18,0.086,-0.334,0,0,16942
"9292",0.093429158,0.049488055,-0.010354911,-1.763,-1.965,-1.269,-0.798,-2.424,-1.978,-3.026,-1.735,-1.568,-2.234,-1.724,-1.81,-2.241,-1.608,-1.443,-1.892,-1.096,-2.921,0,0,316
"9293",0.171629508,0.102244389,-0.01878225,-0.804,-0.43,-0.451,-1.034,-0.942,-0.325,-0.703,-0.756,-0.53,-0.174,-0.833,-0.221,-0.758,-0.358,-0.319,-0.258,-0.352,-0.583,0,0,11950
"9294",0.115942029,0.073170732,0.007628319,-1.419,-1.793,-1.378,-1.409,-1.641,-1.153,-1.738,-1.254,-1.986,-2.549,-1.196,-1.511,-2.687,-1.807,-0.628,-1.213,-1.626,-2.22,0,0,12857
"9295",0.499036812,0.496274218,-0.010738547,0.065,0.078,0.407,-0.142,-0.486,-0.513,-0.185,-0.245,-0.008,-0.128,-0.509,-0.087,-0.901,-0.407,-0.571,-0.468,-0.552,-0.727,0,0,17542
"9296",0.520935291,0.383850932,-0.005684393,0.258,-0.364,0.216,0.561,-0.066,-0.278,-0.289,0.546,0.484,0.295,0.064,-0.176,1.355,0.078,0.141,0.813,0.029,-1.181,0,1,7649
"9297",0.508205128,0.502624672,-0.013595746,-0.434,-0.276,-0.248,-0.163,-0.314,-0.549,-0.562,-0.338,-0.557,-0.802,-0.381,-0.178,-0.387,-0.39,0.038,-0.381,-0.261,-0.336,0,0,16619
"9298",0.469101124,0.477272727,-0.00612572,-0.339,-0.41,0.315,0.254,0.144,-0.173,-0.204,-0.108,-0.091,-0.662,0.418,-0.086,0.456,0.121,0.697,-0.058,-0.764,0.459,0,0,5759
"9299",0.583148559,0.569037657,0.011956663,0.022,-0.022,0.028,0.13,0.42,0.203,-0.237,-0.006,0.204,0.476,0.322,0.089,-0.02,0.051,-0.03,0.048,-0.078,0.383,0,0,15064
"9300",0.21875,0.28125,-0.007588864,-2.501,-3.512,-2.5,-1.458,-2.863,-1.619,-3.523,-2.14,-2.724,-2.486,-2.681,-1.897,-1.681,-2.725,-2.238,-2.653,-2.642,-3.205,0,0,13972
"9301",0.435409836,0.351046699,-0.001449111,-1.121,-3.235,-1.268,-1.778,-1.084,-1.384,-0.954,-0.612,-0.979,-1.01,-1.4,-1.637,-2.847,-2.162,-0.66,-1.295,-2.634,-3.011,0,0,1850
"9302",0.079710145,0.138392857,-0.016501404,-0.406,-0.221,-0.422,-0.181,-0.479,-0.639,-0.362,-0.37,0.124,-0.282,-0.135,-0.558,0.214,-0.456,-0.122,-0.097,-0.749,-1.034,0,0,1020
"9303",0.444606414,0.439393939,-0.004036558,0.17,0.378,0.077,0.313,0.46,0.344,0.312,0.118,0.26,0.273,0.06,0.194,-0.094,0.259,0.568,-0.457,0.159,0.559,0,0,16679
"9304",0.491423671,0.470899471,0.011273124,-0.149,0.137,-0.08,0.067,-0.531,0.167,-0.148,-0.471,-0.166,-0.218,-0.352,0.213,-0.353,-0.118,-0.628,0.004,-0.204,-0.447,0,0,3829
"9305",0.465041233,0.507481297,-0.013824524,0.313,-0.458,0.044,0.019,-0.084,0.066,-0.375,-0.287,-0.662,0.377,-0.202,-0.315,-0.222,0.132,0.339,-0.108,0.441,-0.32,0,0,12831
"9306",0.476086957,0.460285132,-0.050606076,-0.318,-0.778,-0.403,-0.326,-0.273,-0.51,-0.98,-0.311,-0.297,-0.995,-0.599,-0.374,-0.393,-0.77,-0.182,-0.111,-0.469,-0.352,0,1,2292
"9307",0.391304348,0.422535211,-0.132440365,-0.06,0.186,-0.29,-0.404,-0.053,-0.235,0.026,-0.098,-0.583,-0.544,-0.069,0.201,-0.028,-0.037,0.627,-0.05,-0.58,-0.217,1,0,1737
"9308",0.491408935,0.535714286,-0.0074223265,0.178,0.332,0.162,0.222,0.176,0.381,0.222,0.1,0.121,0.29,0.306,0.044,0.121,0.266,-0.357,0.19,0.094,0.216,0,0,15804
"9309",0.538720539,0.577235772,-0.027620656,-1.112,-1.422,-0.71,-0.704,-0.934,-1.153,-1.358,-0.43,-0.708,-0.993,-0.974,-0.81,-1.722,-1.46,-0.803,-1.07,-0.92,-1.21,0,0,9034
"9310",0.140245929,0.15270936,0.003077249,-1.315,-1.037,-0.651,-0.503,-0.884,-1.18,-2.158,-0.938,-0.631,-1.028,-1.35,-0.88,-1.423,-1.218,-1.052,-1.242,-1.776,-2.154,0,0,1501
"9311",0.52545156,0.503900314,-0.0074223265,-0.186,-0.377,0.043,-0.25,-0.067,0.008,-0.488,-0.415,0.265,0.085,-0.101,-0.04,0.035,0.221,0.293,0.047,-0.067,-0.584,0,0,12561
"9312",0.515324888,0.505084746,-0.030958463,0.23,0.346,0.244,0.064,-0.634,-2.995,-0.465,-0.377,-0.764,-0.244,0.026,-0.208,-0.301,-0.41,-0.377,-0.342,-0.253,-0.285,0,0,14049
"9313",0.510696404,0.513189448,0.005132231,0.03,0.124,0.273,0.254,-0.317,-0.278,0.172,0.076,-0.28,0.249,0.065,0.311,0.02,-0.069,0.013,-0.161,-0.086,0.075,0,0,8757
"9314",0.471537808,0.488025305,0.025696717,0.044,-0.396,-0.373,-0.257,-0.821,-0.692,0.226,0.057,-1.012,-0.263,-0.469,-0.388,-0.712,-0.209,-1.003,-0.447,0.056,-0.959,0,0,8798
"9315",0.462068966,0.482352941,-0.011184319,-0.264,-0.102,-0.011,-0.091,-0.174,-0.232,-0.276,-0.148,0.138,-0.108,-0.497,-0.351,-0.439,-0.087,-0.347,-0.055,-0.464,-0.46,0,0,7915
"9316",0.508196721,0.508686078,0.014808281,0.035,0.115,-0.104,0.113,0.017,0.025,0.002,0.113,-0.739,0.084,0.063,0.295,-0.016,0.111,-0.339,-0.015,-0.292,0.112,0,0,9557
"9317",0.60326087,0.547528517,-0.044061739,0.168,0.186,0.191,-0.016,-0.451,-0.04,0.134,0.047,0.258,0.816,-0.457,0.312,-0.227,-0.017,-0.761,-0.087,-0.359,0.173,0,1,17172
"9318",0.510447761,0.53875969,-0.069786573,-0.179,-0.255,-0.05,0.045,-0.116,-0.405,-0.174,-0.309,0.057,-0.421,0.229,0.079,0.148,0.172,-0.387,0.189,-0.032,0.225,0,0,6569
"9319",0.579069767,0.521097046,-0.006897814,-0.229,-1.023,-0.517,-0.43,-1.308,-0.496,-2.612,-0.959,-0.145,-0.554,-1.041,-0.256,-1.182,-1.008,-1.093,-0.79,-0.839,-2.045,0,0,10648
"9320",0.530434783,0.571428571,0.01389038,0.225,0.371,0.188,0.141,0.402,0.178,0.253,-0.018,0.078,0.197,0.398,0.015,0.432,0.143,-0.452,0.01,0.267,0.022,0,0,874
"9321",0.088813559,0.132780083,-0.032694862,-0.477,-0.449,-0.555,-0.16,-0.572,-0.742,-0.683,-0.714,-0.844,-0.489,-0.436,-0.251,-0.607,-0.62,-0.856,-0.216,-0.514,-0.387,0,0,9331
"9322",0.200757576,0.251655629,-0.019874713,-0.864,-1.597,-2.362,-1.89,-2.064,-2.555,-2.331,-2.051,-1.107,-0.877,-2.131,-1.625,-1.969,-1.428,-1.131,-1.756,-2.104,-1.933,0,0,16928
"9323",0.560830861,0.562753036,0.013163182,-0.085,-0.433,-0.034,-0.036,0.251,-0.069,-0.2,0.077,-0.26,-0.278,-0.198,-0.094,-0.054,-0.231,0.164,-0.101,-0.728,-0.087,1,0,8662
"9324",0.541118421,0.527027027,-0.041561326,0.073,-0.287,0.07,0.109,-0.036,-0.054,0.989,-0.613,0.031,0.153,-0.438,0.374,0.057,-0.048,-0.019,0.324,-0.726,0.225,0,0,14975
"9325",0.536124795,0.472252448,-0.00726322,-1.187,0.257,-0.292,0.511,-1.309,-0.235,0.029,-1.498,-0.733,-1.204,0.225,-0.585,-0.507,-0.2,-0.623,-0.568,-1.124,-0.344,1,1,8477
"9326",0.5,1,0.008730257,-1.841,-2.118,-3.262,-2.106,-3.035,-2.061,-3.4,-1.923,-1.876,-2.866,-2.39,-2.827,-2.837,-2.335,-1.775,-2.238,-2.914,-3.477,0,0,6449
"9327",0.499036812,0.496274218,-0.029265827,-1.22,-1.416,-0.205,-0.702,-1.744,-1.665,-1.856,-0.895,-0.766,-1.317,-1.486,-0.935,-1.728,-0.141,-0.894,-1.315,-0.872,-2.587,0,0,8909
"9328",0.637362637,0.593137255,-0.025367927,0.118,0.082,0.266,-0.314,0.429,-0.016,-0.005,-0.038,0.316,0.096,0.194,-0.242,-0.028,0.036,-0.231,0.153,-0.171,0.17,0,0,12667
"9329",0.54076087,0.5,-0.0074223265,-0.052,-0.348,0.159,0.14,0.344,-0.267,-0.359,-0.044,-0.443,-0.026,-0.031,-0.049,-0.262,0.221,-0.088,-0.008,0.228,0.043,0,0,14856
"9330",0.483091787,0.483935743,-0.031885489,-0.459,-0.256,-0.115,-0.246,-0.049,0.393,-0.059,-0.486,0.259,0.347,-0.249,-0.208,-0.372,-0.056,0.015,-0.111,-0.684,0.157,0,0,14446
"9331",0.497959184,0.492063492,0.003382257,-0.452,-0.346,-0.528,-0.681,-0.296,-0.36,-0.528,0.164,-0.008,-0.438,-0.663,-0.842,-0.479,-1.015,-0.509,-0.684,-0.021,-0.525,0,0,6408
"9332",0.489250276,0.499143542,0.004284507,-0.044,0.147,-0.086,-0.042,0.431,-0.016,0.314,0.02,-0.222,0.097,0.266,-0.099,0.101,-0.073,-0.184,-0.123,-0.102,0.174,0,0,2575
"9333",0.148809524,0.093333333,-0.00557149,-2.356,-3.298,-2.776,-2.683,-1.406,-2.943,-3.468,-2.634,-2.657,-2.351,-2.089,-2.378,-2.904,-2.381,-1.92,-2.832,-3.934,-3.588,0,0,14240
"9334",0.487590072,0.530434783,0.002292136,-0.46,-0.675,-0.195,-0.433,-0.931,-1.327,-0.749,-0.49,-0.488,-0.414,-1.25,-0.587,-0.797,-0.53,-0.342,-0.171,-0.614,-0.772,0,0,15116
"9335",0.548,0.532163743,0.028641478,-0.299,-0.126,0.141,-0.114,-0.253,0.292,-0.109,-0.15,0.232,-0.179,0.003,0.456,-0.127,-0.125,-0.178,0.378,0.02,0.273,0,0,13560
"9336",0.385987261,0.019498607,-0.024832393,-1.461,-2.007,-0.417,-0.325,-1.726,-2.673,-2.736,-1.386,-2.283,-1.907,-1.96,-1.253,-2.961,-2.333,-1.268,-2.36,-2.044,-3.298,0,0,11593
"9337",0.499802137,0.410941926,0.016754865,-1.353,-2.73,-0.85,-1.256,-1.508,-1.369,-2.436,-0.959,-1.187,-3.294,-0.907,-2.054,-3.072,-1.89,-0.533,-1.165,-2.437,-3.558,0,0,16014
"9338",0.07480315,0.026192075,-0.009782558,-0.58,-1.086,-1.09,-0.582,-0.979,-1.255,-1.377,-0.979,-0.654,-0.701,-0.89,-0.699,-1.396,-1.127,-1.066,-0.815,-0.958,-2.036,0,0,8333
"9339",0.166163142,0.171641791,-0.004781458,-1.837,-3.077,-2.671,-1.563,-1.054,-2.526,-2.927,-1.825,-1.309,-3.004,-1.737,-1.746,-2.588,-1.662,-1.012,-2.152,-2.293,-3.353,0,0,17630
"9340",0.077262693,0.111111111,-0.013576922,-2.561,-2.955,-1.918,-0.502,-2.421,-3.068,-3.424,-2.82,-3.02,-3.079,-2.12,-2.777,-2.916,-2.98,-1.45,-1.975,-2.2,-3.925,0,0,6013
"9341",0.05,0.02745098,-0.006524271,-0.854,-1.512,-1.949,-1.033,-0.856,-1.363,-1.46,-1.321,-1.101,-1.144,-1.174,-0.616,-2.321,-1.217,-1.014,-1.014,-1.671,-1.272,0,0,9580
"9342",0.127982646,0.197802198,-0.009807411,-0.647,-0.468,-0.772,-0.55,-1.221,-1.085,-0.451,-0.858,-0.88,-1.337,-0.434,-0.644,-0.603,-1.009,-1.464,-0.648,-2.002,-1.161,0,0,15726
"9343",0.491945477,0.499178982,0.0085944,-0.543,-0.258,-0.564,-1.129,-0.486,-0.561,0.445,-0.592,-0.283,-0.427,-0.803,0.019,-0.274,-0.854,-0.757,-0.225,-0.818,0.001,0,1,3524
"9344",0.086345382,0.030232558,-0.018308635,-0.802,-0.792,-1.701,-0.92,-0.375,-1.362,-1.729,-1.131,-1.359,-2.278,-0.911,-0.691,-0.714,-1.252,-1.184,-2.237,-1.193,-1.119,0,0,9250
"9345",0.528481013,0.555555556,0.018568937,0.143,0.031,0.25,0.105,-0.051,0.341,0.318,0.169,0.285,-0.423,0.244,0.17,0.462,0.412,0.18,0.049,-0.088,-0.062,0,0,8751
"9346",0.511278195,0.49110407,-0.013902426,-0.447,-1.493,-0.08,-1.002,-0.293,-0.264,-0.915,-0.245,-0.461,-0.073,-0.326,-0.439,-0.381,-0.449,-0.292,-0.598,-0.111,-0.203,0,0,10041
"9347",0.483388704,0.498492462,-0.00912747,0.042,-1.111,-0.221,-0.044,0.039,-0.775,-1.114,-0.451,-0.008,-0.918,-0.634,0.103,-0.761,-0.146,-0.603,-0.308,-1.851,-0.479,0,1,11449
"9348",0.158469945,0.064350064,0.007748608,-2.319,-1.645,-2.489,-1.473,-2.131,-2.038,-2.397,-1.303,-0.664,-1.3,-2.427,-1.466,-1.537,-2.247,-1.887,-1.447,-2.488,-2.279,1,1,47
"9349",0.475089767,0.481145903,-0.033240485,0.137,0.767,0.202,-0.06,0.035,0.462,0.49,-0.194,-0.293,-0.603,0.127,-0.085,0.231,0.084,-0.77,-0.994,-0.315,0.124,0,0,1215
"9350",0.487969925,0.472256473,-0.033043772,0.089,0.228,0.066,-0.595,-0.163,-0.014,0.273,0.211,-0.082,0.276,-0.278,-0.71,-0.074,-0.303,-0.064,0.02,-0.04,0.03,0,0,14881
"9351",0.516743374,0.509829777,0.012168829,0.107,-0.472,-0.054,-0.43,-0.948,-0.602,-0.277,-0.396,-0.644,-0.316,-0.93,-0.321,-0.854,-0.503,-0.511,-0.386,-0.295,-0.57,0,0,14001
"9352",0.482587065,0.578947368,-0.000634159,0.015,-0.126,0.195,0.005,-0.065,0.447,0.209,-0.39,0.175,0.13,0.018,-0.003,0.29,0.251,-0.017,-0.036,0.383,-0.026,0,0,3986
"9353",0.483695652,0.333333333,-0.018944164,0.138,0.161,0.055,0.072,0.233,0.06,0.178,0.299,0.198,0.291,0.294,-0.031,0.478,0.141,0.202,0.273,0.03,0.391,0,0,11991
"9354",0.512765409,0.507631055,-0.019549916,0.24,-0.188,0.07,0.179,0.273,-0.148,-0.171,0.34,-0.004,-0.434,0.119,-0.565,-0.151,0.44,-0.138,0.156,0.215,0.091,0,0,5390
"9355",0.517857143,0.511954993,-0.005222506,0.077,0.096,0.185,0.339,0.066,0.262,0.041,-0.441,-0.062,0.023,0.158,0.099,0.157,0.034,0.224,0.013,0.334,0.259,0,0,17857
"9356",0.517191682,0.498725573,-0.003256394,-0.103,0.077,-0.16,0.139,0.067,-0.033,-0.271,-0.339,-0.173,-0.24,-0.43,-0.139,-0.458,-0.137,0.027,-0.269,0.038,0.259,0,1,7969
"9357",0.367049808,0.4184514,-0.019226295,-0.984,-1.296,-0.458,0.129,-0.501,-1.96,-1.5,-0.64,-0.344,-0.254,-1.269,-1.195,-1.138,-0.812,-1.328,-0.991,-0.931,-0.587,0,0,1494
"9358",0.499036812,0.496274218,-0.014694035,0.176,-0.1,-0.032,-0.041,0.017,0.142,-0.177,0.06,0.151,-0.205,-0.149,0.64,-0.044,0.023,0.166,0.002,-0.282,-0.209,0,0,17494
"9359",0.14334471,0.085714286,-0.023278713,-1.681,-1.753,-1.139,-0.809,-1.176,-2.93,-2.057,-1.795,-1.507,-2.429,-1.593,-1.536,-2.113,-1.798,-1.444,-2.128,-2.06,-2.009,0,0,6493
"9360",0.553030303,0.642857143,0.013324488,-0.439,-2.258,-0.576,-0.509,-0.818,-0.38,-0.922,-0.794,-0.89,-0.965,-1.056,-1.048,-1.015,-0.609,-1.159,-0.793,-0.585,-1.03,0,0,14267
"9361",0.499036812,0.496274218,0.007571611,-0.004,-0.316,0.191,0.184,-0.232,0.405,-0.069,-0.494,-0.078,-0.391,0.388,-0.488,-0.464,0.287,0.438,0.23,0.024,0.223,0,0,15475
"9362",0.521046644,0.489738806,0.028033185,-0.022,-0.631,0.242,-0.194,-0.408,-0.386,-0.245,-0.44,0.279,0.183,-0.114,-0.664,-0.156,-0.106,-0.447,-0.15,-0.261,-0.759,0,0,13705
"9363",0.395852969,0.480352847,-0.017322413,-0.057,-0.844,0.065,-0.679,-0.193,-0.73,-0.909,-0.302,-0.101,-0.046,-0.685,-0.279,-0.312,-0.546,-0.634,-0.491,-0.634,-1.274,0,0,1136
"9364",0.498964803,0.511404562,0.008385749,-0.481,-0.571,-0.299,0.023,-0.442,-0.362,-0.743,0.044,0.047,0.009,0.031,-0.347,-0.311,-0.917,-0.049,-0.349,0.148,0.114,0,0,1396
