,Gene,TS_status,pred_prob
421,CTTNBP2,0,0.124741677
125,LAMB4,0,0.123131742
20,CLDN3,0,0.122303057
874,GIMAP7,0,0.121685772
178,IFT22,0,0.120270904
158,DNAAF5,0,0.119672139
182,SUGCT,0,0.119105572
586,ARPC1A,0,0.118168577
208,OR2F2,0,0.117316799
206,OR2A14,0,0.112920936
759,DOCK4,0,0.112165984
604,CHST12,0,0.110331976
570,TMED4,0,0.110251071
286,OR2A12,0,0.105928475
186,RCC1L,0,0.096258624
340,CASTOR2,0,0.091629149
168,SDHAF3,0,0.090732585
